Útvar městské části (okres) PČR;Základní útvar PČR, kde došlo k činu;Stadium TČ, 1-příparava, 2-pokus, 3-dokonaný;Druh TČ, 11-zločin, 18-přečin;Takticko-statistická klasifikace činu;Spácháno na ulici-1, ne-2;Čin spáchán na : viz číselník;Použití zbraně : viz číselník;Druh použité zbraně : viz číselník;Datum spáchání činu, či zahájení konání;Datum ukončení konání činu (pokud jiné datum);Předmět zájmu pachatele č. 1;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 2;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 3;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Celková způsobená škoda v Kč;Hlavní kvalifikace činu - paragraf TZ;První odstavec ;Druhý odstavec;Souběhový paragraf;Odstavec souběhu;Druhý souběhový paragraf;Odstavec souběhu;Datum zahájení trestního řízení;Datum ukončení trestního řízení;Způsob ukončení trestního řízení;"Způsob ukončení trestního řízení - text (kde je kód ""0"" tam ještě řízení nemusí být ukončeno"
Brno - město;OOP BRNO - STŘED;3;2;211;2;6;0;0;05.01.1989;05.01.1992;601;vlastní dítě;0;nic;0;nic;0;187;2;;;;;;05.01.2016;08.02.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;11;212;1;6;0;0;15.10.2016;15.10.2016;620;bez vztahu;0;nic;0;nic;0;187;1;;;;;;15.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;11;212;1;6;0;0;01.07.2016;31.08.2016;607;dítě ve vztahu spolužáka,kamaráda;0;nic;0;nic;0;187;1;;;;;;22.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;25.03.2016;25.03.2016;70;mobilní telefony;0;nic;0;nic;25320;205;1a;1b;;;;;25.03.2016;06.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;29.03.2016;30.03.2016;21;peníze;0;nic;0;nic;3000;205;1b;;;;;;30.03.2016;14.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;02.03.2016;03.03.2016;21;peníze;273;mydlářské,saponátové a kosmetické výrobky;186;lihoviny,líh,likéry,vína,medoviny;15800;205;1a;1b;;;;;03.03.2016;20.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;07.04.2016;08.04.2016;21;peníze;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;4800;205;1b;;;;;;08.04.2016;06.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;19.06.2016;20.06.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;21;peníze;0;nic;24232;205;1a;1b;;;;;20.06.2016;05.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;21.08.2016;22.08.2016;174;gram.desky,nahrané mag.pásky;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;5800;205;1b;;228;1;;;22.08.2016;17.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;311;2;6;0;0;23.02.2016;23.02.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;0;nic;0;nic;0;205;1b;;;;;;23.02.2016;23.02.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;01.02.2016;01.02.2016;21;peníze;0;nic;0;nic;4000;205;1b;;;;;;01.02.2016;29.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;311;2;6;0;0;22.03.2016;23.03.2016;21;peníze;0;nic;0;nic;8500;205;1a;1b;;;;;23.03.2016;09.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;311;1;6;0;0;29.06.2016;30.06.2016;0;nic;0;nic;0;nic;18917;205;1b;;228;1;;;30.06.2016;18.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;312;2;6;0;0;06.05.2016;08.05.2016;163;obuv a obuvnický materiál;0;nic;0;nic;8200;205;1b;;228;1;;;08.05.2016;17.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;321;2;6;0;0;05.04.2016;05.04.2016;21;peníze;0;nic;0;nic;9500;205;1b;;228;1;;;05.04.2016;25.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;321;2;6;0;0;01.08.2016;01.08.2016;21;peníze;0;nic;0;nic;16400;205;1b;;228;1;;;01.08.2016;20.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;321;2;6;0;0;10.10.2016;11.10.2016;404;počítače přenosné /notebook,laptop/;421;klávesnice,myš a pod.;185;cukrovinářské výrobky,vč.kakaa a čokolády;13000;205;1a;1b;;;;;11.10.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;321;2;6;0;0;04.10.2016;05.10.2016;105;nástroje a nářadí;162;Kufry, aktovky, kabelky, peněženky, pásky;0;nic;15280;205;1a;1b;;;;;05.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;321;2;6;0;0;03.01.2016;03.01.2016;21;peníze;0;nic;0;nic;3000;205;1b;;;;;;03.01.2016;21.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;321;2;6;0;0;26.04.2016;27.04.2016;0;nic;0;nic;0;nic;4800;205;1b;2;;;;;27.04.2016;27.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;2;18;321;1;6;0;0;17.03.2016;18.03.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;4000;205;1b;;;;;;18.03.2016;17.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;323;1;6;0;0;29.11.2016;30.11.2016;186;lihoviny,líh,likéry,vína,medoviny;81;elektrické spotřebiče lehké;0;nic;22686;205;1a;1b;;;;;30.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;14.01.2016;14.01.2016;21;peníze;0;nic;0;nic;8600;205;1a;1b;178;1;178;2;15.01.2016;13.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;10.01.2016;02.01.1900;21;peníze;24;valuty a devizy - bankovky;32;zlato zpracované a klenoty,šperky;6080;205;1a;1b;;;;;10.01.2016;29.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;04.01.2016;18.01.2016;32;zlato zpracované a klenoty,šperky;21;peníze;0;nic;91200;205;1b;3;178;1;178;2;18.01.2016;01.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;08.02.2016;08.02.2016;404;počítače přenosné /notebook,laptop/;0;nic;0;nic;2000;205;1b;;178;1;178;2;08.02.2016;07.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;05.02.2016;07.02.2016;37;hodiny a hodinky všeho druhu /mimo starožit./;36;vzácné nerosty;21;peníze;125600;205;1b;2;178;1;178;2;07.02.2016;01.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;08.07.2016;18.07.2016;404;počítače přenosné /notebook,laptop/;72;televizní přijímače;0;nic;1750;205;1a;1b;178;1;178;2;18.07.2016;19.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;371;2;1;0;0;05.08.2016;05.08.2016;0;nic;0;nic;0;nic;60500;205;1b;;178;1;;;05.08.2016;07.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;14.07.2016;14.07.2016;404;počítače přenosné /notebook,laptop/;0;nic;0;nic;18300;205;1a;1b;178;1;178;2;14.07.2016;04.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;371;2;6;0;0;03.08.2016;03.08.2016;70;mobilní telefony;0;nic;0;nic;6179;205;1a;1b;178;1;;;03.08.2016;25.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;2;18;371;2;6;0;0;16.11.2016;17.11.2016;0;nic;0;nic;0;nic;2000;205;1b;;178;1;178;2;18.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;2;18;371;1;6;0;0;13.05.2016;13.05.2016;0;nic;0;nic;0;nic;0;205;1b;;178;1;178;2;13.05.2016;13.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;2;18;371;2;6;0;0;05.08.2016;05.08.2016;0;nic;0;nic;0;nic;3508;205;1b;;178;1;178;2;05.08.2016;04.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;24.03.2016;25.03.2016;21;peníze;265;železné, litinové a ocelové výrobky;0;nic;11000;205;1a;1b;;;;;25.03.2016;14.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;12.02.2016;12.02.2016;85;svítidla, žárovky, výbojky,zářivky;87;propoj. kabely, nabíječky, dálk. ovl. apod.;0;nic;6100;205;1b;;;;;;12.02.2016;11.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;05.02.2016;07.02.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;5200;205;1a;1b;178;1;178;2;07.02.2016;04.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;11;390;2;6;0;0;12.02.2016;13.02.2016;273;mydlářské,saponátové a kosmetické výrobky;81;elektrické spotřebiče lehké;86;kosmetické přístroje (včetně holících strojků);139380;205;1b;2;228;1;;;13.02.2016;09.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;30.03.2016;30.03.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;9000;205;1a;1b;234;1;;;30.03.2016;24.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;26.03.2016;28.03.2016;187;pivo;0;nic;0;nic;14250;205;1a;1b;;;;;28.03.2016;24.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;12.01.2016;12.01.2016;273;mydlářské,saponátové a kosmetické výrobky;0;nic;0;nic;10600;205;1b;;;;;;12.01.2016;08.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;20.01.2016;21.01.2016;404;počítače přenosné /notebook,laptop/;421;klávesnice,myš a pod.;0;nic;101200;205;1b;3;;;;;21.01.2016;10.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;13.04.2016;13.04.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;1150;205;1b;;234;1;;;13.04.2016;30.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;20.04.2016;21.04.2016;271;nátěrové hmoty,latexy,klihy,lepidla,barviva;0;nic;0;nic;200;205;1b;;;;;;21.04.2016;16.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;02.03.2016;02.03.2016;404;počítače přenosné /notebook,laptop/;0;nic;0;nic;20000;205;1a;1b;;;;;02.03.2016;25.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;09.03.2016;02.01.1900;21;peníze;0;nic;0;nic;10364;205;1a;1b;;;;;09.03.2016;09.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;01.06.2016;01.06.2016;293;dětské kočárky, dětské autosedačky,příruční vozíky;105;nástroje a nářadí;162;Kufry, aktovky, kabelky, peněženky, pásky;37560;205;1b;2;;;;;01.06.2016;19.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;21.02.2016;01.03.2016;140;jízdní kola, motorová kola a jejich příslušenství;126;pneumatiky;124;součástky a náhrad.díly k dvoust.mot.vozidlům;36800;205;1a;1b;;;;;01.03.2016;28.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;07.03.2016;08.03.2016;53;umělecká díla uvnitř /obrazy,sochy,rytiny,plastik/;0;nic;0;nic;20000;205;1a;1b;;;;;08.03.2016;06.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;22.04.2016;25.04.2016;109;ostatní - stroje, přístroja a nástroje;145;klíče od domu,bytu;162;Kufry, aktovky, kabelky, peněženky, pásky;32222;205;1a;1b;;;;;25.04.2016;23.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;29.02.2016;11.03.2016;105;nástroje a nářadí;0;nic;0;nic;1000;205;1b;;178;1;178;2;11.03.2016;10.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;05.03.2016;05.03.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;1000;205;1b;;234;1;;;05.03.2016;05.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;22.07.2016;25.07.2016;404;počítače přenosné /notebook,laptop/;449;flash disky;61;fotografické přístroje;413000;205;1b;3;;;;;25.07.2016;12.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;10.07.2016;11.07.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;23000;205;1a;;;;;;11.07.2016;06.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;10.07.2016;10.07.2016;404;počítače přenosné /notebook,laptop/;0;nic;0;nic;10700;205;1a;1b;178;1;178;2;12.07.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;19.06.2016;19.06.2016;21;peníze;0;nic;0;nic;25388;205;1a;1b;;;;;19.06.2016;19.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;15.03.2016;15.08.2016;21;peníze;0;nic;0;nic;480000;205;1b;3;;;;;17.08.2016;07.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;390;1;6;0;0;23.08.2016;23.08.2016;21;peníze;0;nic;0;nic;0;205;1b;2;;;;;23.08.2016;24.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;15.07.2016;04.08.2016;19;ostatní -osobní doklady a předtisky;0;nic;0;nic;100;205;1b;;;;;;15.08.2016;05.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;21.07.2016;08.08.2016;140;jízdní kola, motorová kola a jejich příslušenství;105;nástroje a nářadí;0;nic;24900;205;1a;1b;;;;;09.08.2016;05.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;20.07.2016;20.08.2016;181;potraviny;72;televizní přijímače;0;nic;5500;205;1b;;178;1;178;2;20.08.2016;30.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;0;0;0;07.09.2016;07.09.2016;70;mobilní telefony;21;peníze;24;valuty a devizy - bankovky;21600;205;1a;1b;;;;;07.09.2016;03.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;15.07.2016;10.08.2016;292;hračky;0;nic;0;nic;4087;205;1b;;;;;;11.08.2016;06.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;20.08.2016;20.08.2016;24;valuty a devizy - bankovky;0;nic;0;nic;10800;205;1a;1b;178;1;178;2;20.08.2016;18.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;08.08.2016;08.08.2016;21;peníze;24;valuty a devizy - bankovky;13;osobní průkazy a pasy zahraniční;5765;205;1a;1b;178;1;178;2;08.08.2016;20.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;10.08.2016;10.08.2016;0;nic;0;nic;0;nic;5200;205;1b;;228;1;;;10.08.2016;12.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;25.10.2016;25.10.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;1900;205;1b;;;;;;26.10.2016;21.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;08.12.2016;09.12.2016;172;Hudební nástroje;0;nic;0;nic;42300;205;1a;1b;;;;;09.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;06.12.2016;07.12.2016;81;elektrické spotřebiče lehké;70;mobilní telefony;145;klíče od domu,bytu;3204;205;1b;;;;;;07.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;06.11.2016;06.11.2016;21;peníze;0;nic;0;nic;200;205;1b;;;;;;06.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;20.10.2016;20.10.2016;11;občanské průkazy;20;platební karty;16;řidičské průkazy;19800;205;1a;1b;234;1;;;20.10.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;24.07.2016;02.01.1900;404;počítače přenosné /notebook,laptop/;407;i-phony, tablety a jiné (chytré) mobilní telefony;233;kabely,vodiče,elektroinst. materiál;324127;205;1b;2;;;;;05.10.2016;05.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;04.02.2016;04.02.2016;70;mobilní telefony;74;zesilovače,reproduktory,mikrof.,sluchátka;79;ostatní zvukotechnika;3917;205;1b;2;;;;;04.02.2016;01.03.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;2;18;390;2;6;0;0;04.02.2016;08.02.2016;0;nic;0;nic;0;nic;7600;205;1b;;228;1;;;08.02.2016;06.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;390;2;6;0;0;03.12.2016;04.12.2016;0;nic;0;nic;0;nic;4500;205;1b;;;;;;04.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;2;18;390;2;6;0;0;28.10.2016;28.10.2016;0;nic;0;nic;0;nic;0;205;1b;;;;;;28.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;2;18;390;2;6;0;0;21.10.2016;21.10.2016;0;nic;0;nic;0;nic;15000;205;1b;;178;1;178;2;22.10.2016;21.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;390;2;6;0;0;11.10.2016;12.10.2016;140;jízdní kola, motorová kola a jejich příslušenství;0;nic;0;nic;4200;205;1b;;;;;;12.10.2016;07.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;390;1;6;0;0;14.06.2016;14.06.2016;0;nic;0;nic;0;nic;8000;205;1b;;228;1;;;14.06.2016;25.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;390;1;6;0;0;06.06.2016;07.06.2016;0;nic;0;nic;0;nic;0;205;1b;;;;;;07.06.2016;28.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;390;1;6;0;0;08.05.2016;02.01.1900;0;nic;0;nic;0;nic;0;205;1b;;;;;;09.05.2016;29.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;2;18;390;2;6;0;0;30.03.2016;30.03.2016;0;nic;0;nic;0;nic;1501;205;1b;;;;;;30.03.2016;27.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;390;2;6;0;0;14.12.2016;14.12.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;1950;205;1b;;234;1;;;14.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;03.04.2016;03.04.2016;13;osobní průkazy a pasy zahraniční;20;platební karty;21;peníze;3500;205;1d;;234;1;;;04.04.2016;09.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;02.04.2016;02.04.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;8500;205;1a;1d;;;;;03.04.2016;24.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;16.01.2016;02.01.1900;11;občanské průkazy;21;peníze;0;nic;1300;205;1d;;;;;;17.01.2016;14.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;20.04.2016;20.04.2016;21;peníze;0;nic;0;nic;8500;205;1a;1d;;;;;20.04.2016;18.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;31.03.2016;31.03.2016;11;občanské průkazy;16;řidičské průkazy;21;peníze;900;205;1d;;234;1;;;04.04.2016;04.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;08.01.2016;08.01.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;600;205;1d;;;;;;14.01.2016;24.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;07.02.2016;07.02.2016;21;peníze;13;osobní průkazy a pasy zahraniční;20;platební karty;1303;205;1d;;234;;;;09.02.2016;28.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;06.02.2016;06.02.2016;21;peníze;13;osobní průkazy a pasy zahraniční;11;občanské průkazy;7000;205;1a;1d;234;1;;;08.02.2016;06.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;21.12.2015;02.01.1900;70;mobilní telefony;21;peníze;0;nic;6500;205;1a;1d;;;;;12.01.2016;09.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;06.02.2016;06.02.2016;70;mobilní telefony;0;nic;0;nic;4500;205;1d;;;;;;08.02.2016;31.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;13.02.2016;02.01.1900;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;21;peníze;500;205;1d;;234;1;;;15.02.2016;22.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;12.02.2016;12.02.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;400;205;1d;;234;1;;;13.02.2016;24.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;06.02.2016;06.02.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;503;205;1d;;234;1;;;07.02.2016;05.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;09.02.2016;10.02.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;7000;205;1a;1d;;;;;10.02.2016;18.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;03.04.2016;03.04.2016;70;mobilní telefony;21;peníze;0;nic;7250;205;1a;1d;234;1;;;03.04.2016;11.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;28.12.2015;28.12.2015;162;Kufry, aktovky, kabelky, peněženky, pásky;20;platební karty;21;peníze;3500;205;1d;;234;1;;;08.01.2016;19.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;06.01.2016;02.01.1900;21;peníze;11;občanské průkazy;20;platební karty;200;205;1d;;234;1;;;06.01.2016;24.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;31.03.2016;31.03.2016;21;peníze;11;občanské průkazy;20;platební karty;10500;205;1a;1d;;;;;01.04.2016;26.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;06.04.2016;07.04.2016;70;mobilní telefony;0;nic;0;nic;4500;205;1d;;;;;;07.04.2016;30.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;22.01.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;500;205;1d;;;;;;22.01.2016;16.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;13.01.2016;02.01.1900;11;občanské průkazy;20;platební karty;162;Kufry, aktovky, kabelky, peněženky, pásky;1600;205;1d;;234;1;;;13.01.2016;08.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;09.04.2016;09.04.2016;70;mobilní telefony;0;nic;0;nic;3500;205;1d;;;;;;09.04.2016;10.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;24.03.2016;24.03.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;2200;205;1d;;;;;;30.03.2016;07.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;06.01.2016;02.01.1900;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;15000;205;1a;1d;;;;;09.01.2016;09.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;11.01.2016;11.01.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;200;205;1d;;234;1;;;12.01.2016;07.03.2016;5;odloženo podle § 159a/5 tr. řádu
