Útvar městské části (okres) PČR;Základní útvar PČR, kde došlo k činu;Stadium TČ, 1-příparava, 2-pokus, 3-dokonaný;Druh TČ, 11-zločin, 18-přečin;Takticko-statistická klasifikace činu;Spácháno na ulici-1, ne-2;Čin spáchán na : viz číselník;Použití zbraně : viz číselník;Druh použité zbraně : viz číselník;Datum spáchání činu, či zahájení konání;Datum ukončení konání činu (pokud jiné datum);Předmět zájmu pachatele č. 1;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 2;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 3;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Celková způsobená škoda v Kč;Hlavní kvalifikace činu - paragraf TZ;První odstavec ;Druhý odstavec;Souběhový paragraf;Odstavec souběhu;Druhý souběhový paragraf;Odstavec souběhu;Datum zahájení trestního řízení;Datum ukončení trestního řízení;Způsob ukončení trestního řízení;"Způsob ukončení trestního řízení - text (kde je kód ""0"" tam ještě řízení nemusí být ukončeno"
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;22.06.2016;22.06.2016;492;úvěr;0;nic;0;nic;61124;211;1;;;;;;02.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;12.09.2016;23.11.2016;492;úvěr;0;nic;0;nic;0;211;1;;222;1a;;;24.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;10;0;0;22.02.2013;01.07.2013;492;úvěr;21;peníze;0;nic;493000;211;1;4;;;;;26.08.2016;16.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;2;11;881;2;6;0;0;03.02.2015;02.01.1900;492;úvěr;0;nic;0;nic;0;211;1;5c;;;;;20.06.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;07.01.2008;02.01.1900;492;úvěr;0;nic;0;nic;19360;211;1;;;;;;16.03.2016;21.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;2;18;881;2;6;0;0;01.12.2015;02.01.1900;492;úvěr;0;nic;0;nic;0;211;1;4;;;;;06.05.2016;19.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;19.08.2015;02.01.1900;21;peníze;0;nic;0;nic;70000;211;1;4;;;;;16.03.2016;25.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;26.08.2013;02.01.1900;492;úvěr;0;nic;0;nic;5000;211;1;;;;;;01.01.2016;01.01.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;18.05.2012;10.07.2012;492;úvěr;0;nic;0;nic;166000;211;1;4;;;;;15.01.2016;20.01.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;01.10.2013;02.01.1900;492;úvěr;0;nic;0;nic;370000;211;1;4;;;;;01.01.2016;01.01.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;890;2;6;0;0;14.08.2013;15.08.2013;21;peníze;0;nic;0;nic;50000;337;3a;;;;;;01.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;890;2;6;0;0;03.10.2012;03.10.2012;21;peníze;0;nic;0;nic;510000;218;1;2a;;;;;01.01.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;11;901;1;2;0;0;11.08.2015;11.08.2015;0;nic;0;nic;0;nic;5600000;393;1;4b;;;;;01.01.2016;18.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;1;11;131;1;6;0;0;01.09.2016;01.09.2016;620;bez vztahu;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;2800;173;1;;234;1;;;03.09.2016;22.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;11;131;2;6;5;22;27.12.2016;27.12.2016;620;bez vztahu;21;peníze;0;nic;9000;173;1;;;;;;27.12.2016;29.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;142;1;6;0;0;09.07.2016;02.01.1900;620;bez vztahu;0;nic;0;nic;0;325;1a;;358;1;;;09.07.2016;26.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;142;1;6;0;0;09.07.2016;02.01.1900;620;bez vztahu;0;nic;0;nic;0;325;1a;;358;1;;;09.07.2016;26.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;143;2;9;0;0;31.01.2016;02.01.1900;0;nic;0;nic;0;nic;0;325;1a;;;;;;31.01.2016;13.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;151;1;6;0;0;27.03.2016;27.03.2016;613;dospělá osoba v ostatním příb.vztahu/než uvedené;32;zlato zpracované a klenoty,šperky;0;nic;3213;146;1;;358;1;;;27.03.2016;08.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;151;1;6;0;0;22.03.2016;22.03.2016;620;bez vztahu;0;nic;0;nic;2000;146;1;;358;1;358;2a;21.04.2016;15.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;151;1;6;0;0;13.03.2016;02.01.1900;620;bez vztahu;625;bývalý manžel/bývalý registrovaný partner;21;peníze;5000;146;1;;205;1d;358;1;13.03.2016;09.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;151;2;6;0;0;17.05.2016;17.05.2016;610;družka,žena ve spol.domácnosti;0;nic;0;nic;0;146;1;;;;;;20.05.2016;16.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;151;1;6;0;0;11.06.2016;11.06.2016;620;bez vztahu;0;nic;0;nic;27000;146;1;;;;;;17.06.2016;03.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;11;151;1;6;0;0;19.06.2016;19.06.2016;620;bez vztahu;0;nic;0;nic;0;145;1;;358;1;358;2a;19.06.2016;24.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;11;151;1;6;0;0;12.06.2016;12.06.2016;620;bez vztahu;0;nic;0;nic;12865;145;1;;358;1;;;13.06.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;151;1;6;0;0;09.07.2016;09.07.2016;620;bez vztahu;0;nic;0;nic;2144;146;1;;358;1;358;2a;29.08.2016;08.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;2;18;151;2;6;0;0;27.06.2016;27.06.2016;625;bývalý manžel/bývalý registrovaný partner;0;nic;0;nic;0;146;1;;;;;;23.09.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;151;2;6;0;0;11.07.2015;02.01.1900;620;bez vztahu;0;nic;0;nic;0;146;1;;358;1;;;15.01.2016;25.02.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;2;18;151;1;9;0;0;26.12.2016;26.12.2016;620;bez vztahu;0;nic;0;nic;0;146;1;;;;;;27.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;2;11;151;2;6;0;0;28.06.2015;02.01.1900;620;bez vztahu;0;nic;0;nic;0;145;1;;;;;;01.01.2016;07.01.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;2;18;151;2;9;0;0;13.02.2016;13.02.2016;610;družka,žena ve spol.domácnosti;0;nic;0;nic;5000;145;1;;228;1;;;24.02.2016;24.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;2;11;151;1;6;0;0;25.05.2016;25.05.2016;620;bez vztahu;0;nic;0;nic;0;145;1;;358;1;358;2a;25.05.2016;26.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;2;18;151;2;9;0;0;21.09.2016;21.09.2016;620;bez vztahu;0;nic;0;nic;0;146;1;;358;1;;;26.09.2016;28.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;19;171;2;6;4;6;12.03.2016;01.04.2016;653;žlutohnědé rase / indiáni, asiati, australští dom.;0;nic;0;nic;0;352;2;;358;1;;;07.04.2016;19.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;173;2;6;0;0;20.05.2016;20.05.2016;620;bez vztahu;0;nic;0;nic;0;353;1;2c;228;1;;;20.05.2016;13.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;173;2;6;0;0;07.06.2016;02.01.1900;620;bez vztahu;0;nic;0;nic;0;353;1;;;;;;08.06.2016;10.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;173;1;9;0;0;25.08.2016;25.08.2016;620;bez vztahu;0;nic;0;nic;0;353;1;2b;358;1;358;2a;26.08.2016;26.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;173;2;9;5;8;28.09.2016;28.09.2016;610;družka,žena ve spol.domácnosti;0;nic;0;nic;0;353;1;2c;;;;;29.09.2016;01.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;173;2;6;0;0;24.12.2015;25.12.2015;620;bez vztahu;0;nic;0;nic;0;353;1;;;;;;06.01.2016;24.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;173;2;6;0;0;23.12.2016;27.12.2016;620;bez vztahu;0;nic;0;nic;0;353;1;;;;;;27.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;174;2;6;0;0;08.11.2015;08.02.2016;620;bez vztahu;0;nic;0;nic;0;354;1a;1c;;;;;08.02.2016;07.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;181;2;6;0;0;06.06.2016;02.01.1900;620;bez vztahu;0;nic;0;nic;25000;175;1;;;;;;08.06.2016;10.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;181;2;10;0;0;01.05.2016;04.05.2016;620;bez vztahu;24;valuty a devizy - bankovky;0;nic;0;175;1;;;;;;06.05.2016;04.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;182;2;9;0;0;31.07.2016;31.07.2016;610;družka,žena ve spol.domácnosti;0;nic;0;nic;0;171;1;;;;;;24.08.2016;27.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;183;2;6;0;0;18.06.2016;18.06.2016;0;nic;0;nic;0;nic;5000;178;1;2;228;1;;;18.06.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;183;2;9;0;0;16.06.2016;16.06.2016;0;nic;0;nic;0;nic;0;178;1;;;;;;04.07.2016;13.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;183;2;6;0;0;10.11.2016;11.11.2016;241;obalové,osvětlovací a užitkové sklo;0;nic;0;nic;100000;178;1;;228;1;;;11.11.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;2;18;183;1;9;0;0;29.02.2016;01.03.2016;0;nic;0;nic;0;nic;0;178;1;2;;;;;01.03.2016;01.03.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;183;2;7;0;0;30.12.2016;31.12.2016;0;nic;0;nic;0;nic;0;178;1;2;;;;;31.12.2016;31.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;185;2;6;0;0;25.07.2016;08.08.2016;601;vlastní dítě;0;nic;0;nic;0;198;1;;;;;;05.09.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;11;186;2;9;0;0;01.06.2014;19.01.2016;609;manželka;0;nic;0;nic;0;199;1;2d;;;;;21.01.2016;07.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;186;2;6;0;0;15.12.2015;27.03.2016;615;matka;0;nic;0;nic;0;199;1;;;;;;27.03.2016;14.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;11;186;2;6;0;0;01.02.2015;05.12.2016;609;manželka;0;nic;0;nic;0;199;1;2d;;;;;08.12.2016;19.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;11;201;2;9;0;0;31.07.2016;02.01.1900;610;družka,žena ve spol.domácnosti;0;nic;0;nic;0;185;1;2a;;;;;24.08.2016;27.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;11;211;2;6;0;0;01.01.2016;01.12.2016;601;vlastní dítě;0;nic;0;nic;0;187;1;;201;1a;201;1d;01.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;11;212;2;6;0;0;24.04.2002;07.04.2016;620;bez vztahu;0;nic;0;nic;0;187;1;;;;;;24.05.2016;27.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;11;212;2;6;0;0;01.01.2014;02.04.2015;620;bez vztahu;0;nic;0;nic;0;187;1;;;;;;16.02.2016;20.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;11;212;2;6;0;0;01.03.2016;31.03.2016;607;dítě ve vztahu spolužáka,kamaráda;0;nic;0;nic;0;187;1;;;;;;29.04.2016;13.07.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;231;1;9;0;0;15.05.2016;15.05.2016;0;nic;0;nic;0;nic;0;358;1;;;;;;16.05.2016;30.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;231;1;6;0;0;12.10.2016;12.10.2016;0;nic;0;nic;0;nic;0;358;1;;;;;;12.10.2016;12.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;231;1;9;0;0;12.01.2016;02.01.1900;0;nic;0;nic;0;nic;0;358;1;;;;;;12.01.2016;11.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;290;2;6;0;0;21.10.2015;21.10.2015;0;nic;0;nic;0;nic;0;192;1;;;;;;01.01.2016;11.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;321;1;6;0;0;31.08.2016;01.09.2016;21;peníze;0;nic;0;nic;37000;205;1a;1b;;;;;01.09.2016;29.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;321;2;6;0;0;12.09.2016;12.09.2016;0;nic;0;nic;0;nic;500;205;1b;;;;;;12.09.2016;25.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;321;2;6;0;0;19.12.2016;20.12.2016;21;peníze;0;nic;0;nic;28500;205;1a;1b;;;;;20.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;323;1;6;0;0;27.07.2016;28.07.2016;81;elektrické spotřebiče lehké;82;elektrické spotřebiče těžké;189;ostatní - potraviny a lihoviny;61700;205;1a;1b;228;1;;;28.07.2016;09.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;371;2;9;0;0;25.04.2016;25.04.2016;61;fotografické přístroje;32;zlato zpracované a klenoty,šperky;407;i-phony, tablety a jiné (chytré) mobilní telefony;25500;205;1a;1b;178;1;178;2;25.04.2016;25.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;371;2;6;0;0;21.08.2016;21.08.2016;404;počítače přenosné /notebook,laptop/;0;nic;0;nic;21100;205;1a;1b;178;1;178;2;21.08.2016;12.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;371;2;9;0;0;23.08.2016;23.08.2016;21;peníze;0;nic;0;nic;8000;205;1a;1b;178;1;178;2;25.08.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;05.02.2016;20.04.2016;0;nic;0;nic;0;nic;5500;205;1b;;178;1;178;2;20.04.2016;27.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;09.02.2016;12.02.2016;105;nástroje a nářadí;109;ostatní - stroje, přístroja a nástroje;0;nic;17000;205;1a;1b;;;;;13.02.2016;09.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;06.02.2016;07.02.2016;0;nic;0;nic;0;nic;258018;205;1b;3;;;;;07.02.2016;18.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;25.01.2016;05.02.2016;71;rozhlasové přijímače;52;historické zbraně;109;ostatní - stroje, přístroja a nástroje;122000;205;1a;1b;178;1;178;2;05.02.2016;22.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;12.06.2016;17.06.2016;164;techn.sedlářské a galanterní výrobky;0;nic;0;nic;1239;205;1b;;178;1;;;18.06.2016;17.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;6;0;0;08.06.2016;09.06.2016;264;barevné kovy,výrobky a odpad z nich;0;nic;0;nic;3450;205;1b;;178;1;;;23.06.2016;19.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;01.06.2016;03.06.2016;145;klíče od domu,bytu;71;rozhlasové přijímače;65;dalekohledy;14613;205;1a;1b;178;1;178;2;10.06.2016;03.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;6;0;0;23.07.2016;02.08.2016;145;klíče od domu,bytu;109;ostatní - stroje, přístroja a nástroje;0;nic;12200;205;1a;1b;178;1;178;2;02.08.2016;09.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;19.06.2016;20.06.2016;264;barevné kovy,výrobky a odpad z nich;104;měřící přístroje, nářadí;105;nástroje a nářadí;6200;205;1a;1b;178;1;178;2;21.06.2016;19.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;18.09.2016;18.09.2016;21;peníze;0;nic;0;nic;3800;205;1b;;178;1;178;2;18.09.2016;20.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;6;0;0;25.09.2016;26.09.2016;51;starožitností;0;nic;0;nic;1500;205;1b;;178;1;;;26.09.2016;02.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;11.11.2016;25.11.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;2500;205;1b;;178;1;;;25.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;15.11.2016;18.12.2016;153;spodní oblečení a prádlo;0;nic;0;nic;100;205;1b;;178;1;178;2;18.12.2016;19.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;03.12.2016;05.12.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;2700;205;1b;;178;1;178;2;05.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;01.12.2016;03.12.2016;186;lihoviny,líh,likéry,vína,medoviny;105;nástroje a nářadí;233;kabely,vodiče,elektroinst. materiál;18200;205;1a;1b;178;1;178;2;03.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;372;2;7;0;0;29.04.2016;10.05.2016;81;elektrické spotřebiče lehké;233;kabely,vodiče,elektroinst. materiál;181;potraviny;21200;205;1a;1b;178;1;178;2;10.05.2016;20.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;373;1;6;0;0;26.03.2016;26.04.2016;32;zlato zpracované a klenoty,šperky;0;nic;0;nic;106600;205;1a;1b;178;1;178;2;26.04.2016;17.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;373;2;6;0;0;05.04.2016;08.04.2016;61;fotografické přístroje;62;snímací a promítací kinopřístroje;0;nic;128500;205;1b;3;178;1;;;10.04.2016;17.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;373;2;7;0;0;21.04.2016;22.04.2016;404;počítače přenosné /notebook,laptop/;70;mobilní telefony;146;klíče od motorových vozidel;19000;205;1a;1b;178;1;178;2;22.04.2016;21.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - BYSTRC;3;18;373;2;6;0;0;26.08.2016;02.09.2016;21;peníze;0;nic;0;nic;6312;205;1a;1b;178;1;178;2;26.09.2016;19.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;2;18;373;2;6;0;0;23.02.2016;23.02.2016;0;nic;0;nic;0;nic;20000;205;1b;;228;1;;;23.02.2016;18.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;11.01.2016;12.01.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;6800;205;1a;1b;;;;;12.01.2016;11.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;20.10.2015;20.12.2015;171;polygrafické výrobky (knihy,časopisy,noty);43;cenné knihy, hist. rukopisy;0;nic;17550;201;1a;1b;178;1;;;19.02.2016;17.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;04.02.2016;10.02.2016;140;jízdní kola, motorová kola a jejich příslušenství;173;sportovní potřeby;0;nic;36000;205;1a;1b;;;;;10.02.2016;08.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;7;0;0;24.06.2016;29.06.2016;0;nic;0;nic;0;nic;500;205;1b;;;;;;29.06.2016;25.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;7;0;0;29.06.2016;29.06.2016;264;barevné kovy,výrobky a odpad z nich;0;nic;0;nic;1650;205;1b;;;;;;29.06.2016;25.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;1;0;0;0;28.05.2016;30.05.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;29000;205;1a;1b;;;;;30.05.2016;19.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;15.01.2016;02.03.2016;163;obuv a obuvnický materiál;81;elektrické spotřebiče lehké;173;sportovní potřeby;19700;205;1a;1b;178;1;178;2;02.03.2016;03.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;24.05.2016;25.05.2016;126;pneumatiky;0;nic;0;nic;12200;205;1a;1b;;;;;25.05.2016;08.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;1;9;0;0;30.04.2016;01.05.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;6902;205;1a;1b;;;;;02.05.2016;25.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;05.06.2016;11.06.2016;173;sportovní potřeby;0;nic;0;nic;24650;205;1a;1b;178;1;178;2;11.06.2016;08.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;08.06.2016;11.06.2016;264;barevné kovy,výrobky a odpad z nich;0;nic;0;nic;2200;205;1b;;;;;;21.06.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;24.07.2016;02.08.2016;109;ostatní - stroje, přístroja a nástroje;0;nic;0;nic;13700;205;1a;1b;178;1;178;2;02.08.2016;31.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;30.08.2016;03.09.2016;71;rozhlasové přijímače;37;hodiny a hodinky všeho druhu /mimo starožit./;0;nic;4500;205;1b;;;;;;03.09.2016;13.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;07.08.2016;13.08.2016;81;elektrické spotřebiče lehké;0;nic;0;nic;2300;205;1b;;178;1;178;2;13.08.2016;12.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;02.09.2016;02.09.2016;0;nic;0;nic;0;nic;1000;205;1b;;;;;;09.09.2016;03.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;7;0;0;10.08.2016;17.08.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;237;nábytek;140;jízdní kola, motorová kola a jejich příslušenství;282000;205;1a;1b;;;;;17.08.2016;02.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;28.10.2016;30.10.2016;173;sportovní potřeby;109;ostatní - stroje, přístroja a nástroje;172;Hudební nástroje;15600;205;1a;1b;178;1;178;2;30.10.2016;25.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;04.11.2016;04.11.2016;21;peníze;273;mydlářské,saponátové a kosmetické výrobky;24;valuty a devizy - bankovky;46957;205;1a;1b;178;1;178;2;05.11.2016;29.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;9;0;0;21.10.2016;21.10.2016;140;jízdní kola, motorová kola a jejich příslušenství;293;dětské kočárky, dětské autosedačky,příruční vozíky;0;nic;4800;205;1a;1b;;;;;21.10.2016;25.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;24.10.2016;24.10.2016;21;peníze;11;občanské průkazy;20;platební karty;7100;205;1a;1b;234;1;;;25.10.2016;18.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;7;0;0;11.11.2016;25.11.2016;105;nástroje a nářadí;0;nic;0;nic;2750;205;1b;;;;;;25.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - BYSTRC;3;18;390;2;6;0;0;09.10.2016;09.10.2016;21;peníze;70;mobilní telefony;0;nic;15600;205;1a;1b;;;;;09.10.2016;29.11.2016;5;odloženo podle § 159a/5 tr. řádu
